trial_name,experiment_stage,duration_s,num_samples,logger_type,source_csv,cmd_vx_min,cmd_vx_max,cmd_vx_mean,cmd_yaw_min,cmd_yaw_max,cmd_yaw_mean,motion_fraction,roll_rms_rad,pitch_rms_rad,roll_rms_deg,pitch_rms_deg,max_abs_roll_rad,max_abs_pitch_rad,max_abs_roll_deg,max_abs_pitch_deg,max_angular_velocity_norm,max_abs_joint_tracking_error,mean_abs_joint_tracking_error,max_abs_joint_torque,mean_abs_joint_torque,estimated_push_time_s,push_time_source,push_note,joint_tracking_error_source
real_remote_walk_trial01,remote_control_walk,57.900100231170654,28911,lcm_side_logger,/home/yd/ece489/project/rsl_rl_teacher_student/real_robot_outputs/logs/side_logger/remote_control_walk_(including_stand)/real_remote_walk_trial01.csv,-0.7,0.5791291177272796,-0.030513836519632576,-0.9628556370735168,0.34211188554763794,-0.05891136458536488,0.6467780429594272,0.045343010501437304,0.04250948321733264,2.597963132149728,2.4356139776353642,0.16901223361492157,0.11534346640110016,9.683687672214107,6.6086938191920535,2.051003110094909,1.2542177438735962,0.18783611653288165,27.311063766479492,3.8081965975831653,nan,,,joint_tracking_error_i
real_push_light_trial01,push_light,29.99786949157715,14982,lcm_side_logger,/home/yd/ece489/project/rsl_rl_teacher_student/real_robot_outputs/logs/side_logger/push_light/real_push_light_trial01.csv,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.05560864602868372,0.052321749156258576,3.1861407218805033,2.9978154033957924,0.3869267702102661,0.2825371325016022,22.169270913676478,16.188185248070322,5.075209140227821,1.6444777250289917,0.17536457224294993,37.315635681152344,3.5912013094987363,25.155837535858154,auto_max_angular_velocity_norm,"manual qualitative light push, not calibrated 40 N",joint_tracking_error_i
